Sport,TotPkts,TotBytes,SrcPkts,DstPkts,SrcBytes,service,flag,protocol_type,count,srv_count,dst_host_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_bytes,class
50794,20,1276,10,10,644,link,S0,tcp,220,1,255,0,0.06,0,1
50795,20,1276,10,10,644,smtp,SF,tcp,1,1,79,0.72,0.04,336,0
50796,18,1152,10,8,644,http,SF,tcp,26,26,255,1,0,939,0
50799,18,1152,10,8,644,http,SF,tcp,2,32,2,1,0,2901,0
50798,18,1152,10,8,644,netbios_ns,S0,tcp,251,5,255,0.02,0.07,0,1
50797,18,1152,10,8,644,http,SF,tcp,1,3,4,1,0,238,0
50801,18,1152,10,8,644,http,SF,tcp,12,12,255,1,0,398,0
50800,18,1152,10,8,644,private,S0,tcp,116,9,255,0.05,0.07,0,1
50802,18,1152,10,8,644,http,SF,tcp,19,33,39,1,0,334,0
50803,18,1152,10,8,644,http,SF,tcp,5,8,255,1,0,1600,0
50804,20,1276,10,10,644,http,SF,tcp,14,14,255,1,0,5637,0
50806,20,1276,10,10,644,telnet,SF,tcp,1,1,121,0.01,0.04,1410,0
50805,20,1276,10,10,644,http_443,S0,tcp,141,17,255,0.07,0.06,0,1
50807,20,1276,10,10,644,ftp,SF,tcp,1,1,255,0,0.05,197,1
50808,20,1276,10,10,644,smtp,SF,tcp,1,1,255,0.4,0.03,329,0
50809,20,1276,10,10,644,private,S0,tcp,126,19,255,0.07,0.08,0,1
50810,20,1276,10,10,644,http,SF,tcp,1,5,18,1,0,3067,0
50811,20,1276,10,10,644,http,SF,tcp,1,1,255,1,0,3073,0
50813,18,1152,10,8,644,private,S0,tcp,114,10,255,0,0.07,0,1
50815,18,1152,10,8,644,telnet,SF,tcp,1,1,91,0.1,0.78,3393,0
50812,18,1152,10,8,644,http,SF,tcp,6,6,255,1,0,1600,0
50814,18,1152,10,8,644,IRC,RSTR,tcp,1,1,26,0.27,0.12,9562,0
50816,18,1152,10,8,644,http,SF,tcp,15,29,15,1,0,3654,0
50817,18,1152,10,8,644,csnet_ns,REJ,tcp,228,19,255,0.07,0.07,0,1
50818,18,1152,10,8,644,private,S0,tcp,147,19,255,0.06,0.07,0,1
50819,18,1152,10,8,644,finger,SF,tcp,2,1,255,0.02,0.02,137,0
50820,20,1276,10,10,644,http,SF,tcp,1,6,4,1,0,5197,0
50822,20,1276,10,10,644,http,SF,tcp,11,11,255,1,0,1481,0
50821,20,1276,10,10,644,daytime,S0,tcp,279,21,255,0.08,0.05,0,1
50823,20,1276,10,10,644,ecr_i,SF,icmp,453,453,24,1,0,0,1
50824,20,1276,10,10,644,domain_u,SF,udp,110,192,255,1,0.01,45,0
50825,20,1276,10,10,644,ecr_i,SF,icmp,43,43,255,0.17,0.02,0,1
50826,20,1276,10,10,644,http,SF,tcp,7,7,7,1,0,20256,0
50827,20,1276,10,10,644,ecr_i,SF,icmp,220,220,217,0.57,0.03,0,1
50829,18,1152,10,8,644,private,S0,tcp,257,1,255,0.07,0.06,0,1
50828,18,1152,10,8,644,http,SF,tcp,1,2,255,1,0,928,0
50830,18,1152,10,8,644,http,SF,tcp,8,12,55,1,0,2199,0
50831,18,1152,10,8,644,ftp_data,S0,tcp,259,5,255,0.02,0.07,0,1
50832,18,1152,10,8,644,domain_u,SF,udp,29,68,255,1,0,123,0
50833,18,1152,10,8,644,other,RSTR,tcp,2,2,255,0.01,0.73,0,1
50834,18,1152,10,8,644,ecr_i,SF,icmp,511,511,255,0.1,0.12,0,1
50835,18,1152,10,8,644,netbios_ssn,S0,tcp,245,5,255,0.06,0.07,0,1
50836,20,1276,10,10,644,http,SF,tcp,5,6,255,0.98,0.01,6418,0
50837,20,1276,10,10,644,ecr_i,SF,icmp,511,511,255,0.19,0.04,0,1
50838,20,1276,10,10,644,http,SF,tcp,7,7,7,1,0,3247,0
50839,20,1276,10,10,644,finger,S0,tcp,68,18,255,0.19,0.05,0,1
50840,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,1
50841,18,1152,10,8,644,private,S0,tcp,230,4,255,0.02,0.05,0,1
50842,18,1152,10,8,644,http,SF,tcp,9,9,255,0.93,0.02,271,0
50843,18,1152,10,8,644,http,SF,tcp,3,18,193,1,0,1038,0
50845,18,1152,10,8,644,private,S0,tcp,83,3,255,0.07,0.07,0,1
50844,18,1152,10,8,644,http,S0,tcp,58,18,255,0.26,0.02,0,1
50846,20,1276,10,10,644,smtp,SF,tcp,1,1,92,0.65,0.03,364,0
50847,20,1276,10,10,644,ftp_data,S0,tcp,15,3,97,0.24,0.04,0,1
50848,20,1276,10,10,644,private,S0,tcp,102,8,255,0.03,0.07,0,1
50849,20,1276,10,10,644,ftp_data,SF,tcp,18,18,161,0.39,0.04,0,0
50850,20,1276,10,10,644,domain_u,SF,udp,82,162,255,1,0.01,45,0
50851,20,1276,10,10,644,ftp_data,SF,tcp,3,3,255,0.32,0.02,0,0
50852,18,1152,10,8,644,ftp,SF,tcp,1,1,35,0.2,0.14,4152,0
50853,18,1152,10,8,644,private,S0,tcp,27,16,255,0.06,0.07,0,1
50854,18,1152,10,8,644,http,SF,tcp,1,1,3,1,0,1758,0
50855,18,1152,10,8,644,http,SF,tcp,5,5,155,1,0,1528,0
50856,18,1152,10,8,644,http,SF,tcp,11,13,255,1,0,2526,0
50857,18,1152,10,8,644,uucp,S0,tcp,143,13,255,0.03,0.06,0,1
50858,18,1152,10,8,644,ecr_i,SF,icmp,234,234,255,0.92,0.01,0,1
50859,18,1152,10,8,644,http,SF,tcp,13,14,255,1,0,1417,0
50860,20,1276,10,10,644,bgp,REJ,tcp,102,2,255,0.01,0.08,0,1
50861,20,1276,10,10,644,exec,RSTO,tcp,118,4,255,0.02,0.07,0,1
50862,20,1276,10,10,644,private,SF,udp,1,1,40,0.1,0.05,0,0
50863,20,1276,10,10,644,Z39_50,S0,tcp,261,25,255,0.1,0.05,0,1
50864,20,1276,10,10,644,uucp,S0,tcp,106,6,255,0.04,0.05,0,1
50865,20,1276,10,10,644,eco_i,SF,icmp,1,18,1,1,0,0,1
50866,20,1276,10,10,644,ftp_data,SF,tcp,1,2,207,0.25,0.02,0,0
50867,20,1276,10,10,644,http,SF,tcp,3,3,77,1,0,505,0
50870,18,1152,10,8,644,smtp,SF,tcp,1,2,252,0.59,0.02,331,0
50868,18,1152,10,8,644,vmnet,REJ,tcp,172,14,255,0.05,0.07,0,1
50869,18,1152,10,8,644,http,SF,tcp,2,2,49,1,0,8314,1
50871,18,1152,10,8,644,ecr_i,SF,icmp,1,1,2,1,0,0,1
50872,18,1152,10,8,644,smtp,SF,tcp,1,2,50,0.68,0.06,328,0
50873,18,1152,10,8,644,private,S0,tcp,1,1,255,0,1,0,1
50874,18,1152,10,8,644,http,SF,tcp,34,36,102,1,0,290,0
50875,18,1152,10,8,644,http,SF,tcp,13,25,66,1,0,1256,0
50878,20,1276,10,10,644,private,S0,tcp,166,7,255,0.03,0.06,0,1
50877,20,1276,10,10,644,hostnames,S0,tcp,206,14,255,0.05,0.08,0,1
50879,20,1276,10,10,644,http,SF,tcp,14,16,255,1,0,1440,0
50876,20,1276,10,10,644,pop_3,SF,tcp,1,1,3,1,0,130,0
50880,20,1276,10,10,644,telnet,S0,tcp,77,20,255,0.24,0.02,0,1
50881,20,1276,10,10,644,private,REJ,tcp,140,1,255,0,0.58,0,1
50882,20,1276,10,10,644,ftp_data,S0,tcp,139,3,255,0.01,0.06,0,1
50883,20,1276,10,10,644,http,REJ,tcp,1,1,82,1,0,0,0
50884,18,1152,10,8,644,domain,S0,tcp,282,4,255,0.02,0.07,0,1
50886,18,1152,10,8,644,private,REJ,tcp,334,1,255,0,1,0,1
50885,18,1152,10,8,644,private,REJ,tcp,283,15,255,0.06,0.06,0,1
50887,18,1152,10,8,644,private,SF,udp,20,12,255,0.05,0.22,0,1
50888,18,1152,10,8,644,http,SF,tcp,1,2,255,0.97,0.01,1075,0
50889,18,1152,10,8,644,telnet,S0,tcp,81,18,255,0.07,0.07,0,1
50890,18,1152,10,8,644,private,S0,tcp,290,20,255,0.05,0.09,0,1
50891,18,1152,10,8,644,domain_u,SF,udp,172,174,255,0.9,0.01,46,0
50895,20,1276,10,10,644,mtp,S0,tcp,238,4,255,0.02,0.08,0,1
50892,20,1276,10,10,644,private,REJ,tcp,270,20,255,0.08,0.08,0,1
50893,20,1276,10,10,644,http,SF,tcp,25,26,25,1,0,8104,0
50894,20,1276,10,10,644,ftp,S0,tcp,226,20,255,0.08,0.05,0,1
50896,20,1276,10,10,644,private,S0,tcp,160,2,255,0.06,0.07,0,1
50897,20,1276,10,10,644,domain_u,SF,udp,170,170,255,1,0,159,0
50898,20,1276,10,10,644,smtp,SF,tcp,1,1,220,0.69,0.02,324,0
50899,20,1276,10,10,644,http,SF,tcp,3,6,255,1,0,293,0
68,1,342,1,0,342,http,SF,tcp,7,7,255,1,0,4154,0
50902,18,1152,10,8,644,eco_i,SF,icmp,1,1,1,1,0,0,1
50901,18,1152,10,8,644,domain_u,SF,udp,1,1,4,0.75,0.5,36,0
50900,18,1152,10,8,644,domain_u,SF,udp,125,127,255,0.9,0.01,72,0
50903,18,1152,10,8,644,smtp,SF,tcp,1,1,255,0.25,0.02,387,0
50904,18,1152,10,8,644,http,SF,tcp,3,10,45,1,0,1483,0
50905,18,1152,10,8,644,http,SF,tcp,1,1,255,0.96,0.01,971,0
50907,18,1152,10,8,644,http,SF,tcp,2,9,130,1,0,757,0
50906,18,1152,10,8,644,ftp_data,SF,tcp,2,2,6,0.67,0.33,0,1
50909,20,1276,10,10,644,http,SF,tcp,12,12,93,1,0,534,0
50910,20,1276,10,10,644,bgp,S0,tcp,252,2,255,0.01,0.07,0,1
50908,20,1276,10,10,644,domain_u,SF,udp,66,146,255,1,0.01,44,0
50911,20,1276,10,10,644,http,SF,tcp,12,14,30,1,0,938,0
50912,20,1276,10,10,644,private,S0,tcp,196,2,137,0.01,0.08,0,1
50913,20,1276,10,10,644,private,REJ,tcp,137,15,255,0.05,0.06,0,1
50914,20,1276,10,10,644,http,SF,tcp,12,14,255,1,0,261,0
50915,20,1276,10,10,644,http,SF,tcp,5,8,5,1,0,4220,0
50917,20,1276,10,10,644,http,SF,tcp,6,6,17,1,0,947,0
50918,20,1276,10,10,644,http,SF,tcp,10,20,95,1,0,1747,0
50916,20,1276,10,10,644,iso_tsap,S0,tcp,223,10,255,0.02,0.09,0,1
50919,20,1276,10,10,644,ctf,S0,tcp,264,8,255,0.03,0.09,0,1
50920,20,1276,10,10,644,domain_u,SF,udp,158,158,255,1,0,115,0
50921,20,1276,10,10,644,finger,S0,tcp,69,17,255,0.23,0.03,0,1
50922,20,1276,10,10,644,http,SF,tcp,2,16,23,1,0,3751,0
50923,20,1276,10,10,644,http,SF,tcp,12,12,138,1,0,6726,0
50924,18,1152,10,8,644,smtp,SF,tcp,1,2,6,1,0,370,0
50925,18,1152,10,8,644,auth,SF,tcp,1,1,150,0.04,0.03,35,0
50926,18,1152,10,8,644,urp_i,SF,icmp,3,2,255,0.07,0.01,0,0
50927,18,1152,10,8,644,domain_u,SF,udp,131,211,255,1,0,128,0
50929,18,1152,10,8,644,http,SF,tcp,4,4,49,1,0,8314,1
50928,18,1152,10,8,644,http,SF,tcp,26,27,255,1,0,2471,0
50930,18,1152,10,8,644,private,REJ,tcp,101,18,255,0.07,0.08,0,1
50931,18,1152,10,8,644,http,SF,tcp,42,58,255,1,0,1035,0
50932,20,1276,10,10,644,http,SF,tcp,1,1,81,1,0,307,0
50933,20,1276,10,10,644,private,S0,tcp,142,6,255,0.09,0.06,0,1
50934,20,1276,10,10,644,ftp_data,SF,tcp,7,7,255,0.42,0.02,0,0
50935,20,1276,10,10,644,private,SH,tcp,1,1,137,0.01,0.93,0,1
50936,20,1276,10,10,644,domain_u,SF,udp,5,5,57,1,0,0,0
50937,20,1276,10,10,644,domain_u,SF,udp,6,8,255,0.98,0.01,42,0
50938,20,1276,10,10,644,http,SF,tcp,24,24,24,1,0,1792,0
50939,20,1276,10,10,644,http,SF,tcp,1,2,141,1,0,3327,0
50940,18,1152,10,8,644,ftp,SF,tcp,1,1,226,0.24,0.02,2451,1
50942,18,1152,10,8,644,domain_u,SF,udp,2,6,75,0.17,0.05,92,0
50941,18,1152,10,8,644,other,RSTR,tcp,2,2,255,0.01,0.68,0,1
50943,18,1152,10,8,644,name,REJ,tcp,202,2,255,0.07,0.07,0,1
50944,18,1152,10,8,644,domain_u,SF,udp,67,147,255,0.8,0.02,123,0
50946,18,1152,10,8,644,private,SF,udp,48,48,255,0.58,0.42,0,1
50945,18,1152,10,8,644,domain,S0,tcp,237,1,255,0,0.06,0,1
50947,18,1152,10,8,644,eco_i,SF,icmp,5,1,255,0.16,0.01,0,0
1740,354,90872,204,150,65672,http,SF,tcp,7,7,255,1,0,15252,0
50949,20,1276,10,10,644,ftp_data,S1,tcp,2,2,62,0.1,0.05,0,0
50948,20,1276,10,10,644,Z39_50,S0,tcp,293,21,255,0.08,0.05,0,1
50950,20,1276,10,10,644,smtp,SF,tcp,1,2,28,0.96,0.07,329,0
50951,20,1276,10,10,644,http,SF,tcp,7,7,73,1,0,1659,0
50952,20,1276,10,10,644,private,S0,tcp,212,8,255,0.03,0.05,0,1
50953,20,1276,10,10,644,domain_u,SF,udp,1,2,255,0.97,0.01,93,0
50954,20,1276,10,10,644,http,SF,tcp,22,28,28,1,0,4471,0
50955,20,1276,10,10,644,domain_u,SF,udp,137,137,255,1,0,82,0
50958,20,1276,10,10,644,http_443,S0,tcp,131,19,255,0.07,0.07,0,1
50956,20,1276,10,10,644,other,SF,udp,487,487,255,1,0,4,0
50957,20,1276,10,10,644,smtp,SF,tcp,1,1,16,0.75,0.25,320,0
50959,20,1276,10,10,644,http,REJ,tcp,1,1,4,1,0,0,0
50960,20,1276,10,10,644,smtp,SF,tcp,1,1,97,0.82,0.04,328,0
50961,20,1276,10,10,644,ftp_data,SF,tcp,20,20,217,0.29,0.02,0,0
50962,20,1276,10,10,644,private,RSTR,tcp,2,2,255,0.01,0.44,0,1
50963,20,1276,10,10,644,link,S0,tcp,241,13,255,0.05,0.07,0,1
50964,18,1152,10,8,644,http,SF,tcp,9,9,153,1,0,1845,0
50965,18,1152,10,8,644,private,REJ,tcp,127,17,255,0.07,0.07,0,1
50966,18,1152,10,8,644,private,REJ,tcp,65,14,255,0.05,0.06,0,1
50967,18,1152,10,8,644,http,SF,tcp,19,19,255,1,0,4297,0
50968,18,1152,10,8,644,http,SF,tcp,36,36,36,1,0,709,0
50969,18,1152,10,8,644,http,SF,tcp,6,22,6,1,0,4240,0
50970,18,1152,10,8,644,telnet,S0,tcp,40,9,255,0.25,0.02,0,1
50971,18,1152,10,8,644,eco_i,SF,icmp,1,17,3,1,0,0,1
50975,20,1276,10,10,644,smtp,SF,tcp,1,2,255,0.45,0.04,386,0
50973,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.63,0,0
50974,20,1276,10,10,644,domain_u,SF,udp,157,239,255,1,0,128,0
50972,20,1276,10,10,644,ctf,S0,tcp,201,1,255,0,0.06,0,1
50978,20,1276,10,10,644,private,S0,tcp,253,23,57,0.4,0.11,0,1
50976,20,1276,10,10,644,http,SF,tcp,32,32,255,1,0,7071,0
50977,20,1276,10,10,644,other,SF,udp,12,2,255,0.01,0.61,105,0
50979,20,1276,10,10,644,private,S0,tcp,234,1,255,0,0.06,0,1
50981,18,1152,10,8,644,http,SF,tcp,11,11,53,1,0,866,0
50980,18,1152,10,8,644,smtp,SF,tcp,1,5,93,0.33,0.03,396,0
50983,18,1152,10,8,644,private,S0,tcp,187,4,255,0.02,0.08,0,1
50982,18,1152,10,8,644,bgp,REJ,tcp,239,2,255,0.01,0.08,0,1
50984,18,1152,10,8,644,private,S0,tcp,137,7,255,0.07,0.08,0,1
50985,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.74,0,1
50986,18,1152,10,8,644,time,S0,tcp,226,13,255,0.05,0.07,0,1
50987,18,1152,10,8,644,http,SF,tcp,9,9,22,1,0,656,0
50990,20,1276,10,10,644,telnet,S0,tcp,14,14,54,0.26,0.06,0,1
50989,20,1276,10,10,644,http,SF,tcp,2,2,29,1,0,956,0
50991,20,1276,10,10,644,http,S0,tcp,237,23,255,0.02,0.07,0,1
50988,20,1276,10,10,644,http,SF,tcp,1,1,31,1,0,11802,0
50992,20,1276,10,10,644,http,REJ,tcp,1,2,1,1,0,0,0
50993,20,1276,10,10,644,http,SF,tcp,41,49,255,1,0,2055,0
50994,20,1276,10,10,644,ctf,S0,tcp,265,8,255,0.03,0.07,0,1
50995,20,1276,10,10,644,ftp_data,SF,tcp,2,2,255,0.46,0.04,0,0
50996,20,1276,10,10,644,eco_i,SF,icmp,1,19,1,1,0,0,1
50997,20,1276,10,10,644,http,SF,tcp,1,3,24,1,0,13357,0
50998,20,1276,10,10,644,nnsp,S0,tcp,127,15,255,0.02,0.07,0,1
50999,20,1276,10,10,644,time,RSTO,tcp,264,8,255,0.03,0.08,0,1
51000,20,1276,10,10,644,http,SF,tcp,8,15,189,1,0,762,0
51002,20,1276,10,10,644,echo,S0,tcp,209,19,255,0.07,0.07,0,1
51001,20,1276,10,10,644,http,SF,tcp,12,12,38,1,0,2498,0
51003,20,1276,10,10,644,http,SF,tcp,1,11,15,1,0,268,0
51006,18,1152,10,8,644,domain_u,SF,udp,88,149,255,1,0,44,0
51005,18,1152,10,8,644,link,REJ,tcp,290,16,255,0.06,0.07,0,1
51004,18,1152,10,8,644,telnet,S0,tcp,40,9,255,0.19,0.03,0,1
51007,18,1152,10,8,644,other,REJ,tcp,509,1,255,0,1,0,1
51008,18,1152,10,8,644,netbios_ssn,S0,tcp,259,11,255,0.04,0.06,0,1
51009,18,1152,10,8,644,ecr_i,SF,icmp,47,47,255,1,0,0,1
51010,18,1152,10,8,644,eco_i,SF,icmp,1,37,2,1,0,0,1
51011,18,1152,10,8,644,ftp_data,SF,tcp,12,12,128,0.44,0.02,0,0
51012,20,1276,10,10,644,http,SF,tcp,7,7,223,1,0,10161,0
51014,20,1276,10,10,644,private,S0,tcp,203,6,255,0.07,0.08,0,1
51015,20,1276,10,10,644,private,S0,tcp,290,2,255,0.01,0.07,0,1
51013,20,1276,10,10,644,http,SF,tcp,2,2,2,1,0,413,0
51016,20,1276,10,10,644,private,S0,tcp,58,1,255,0.07,0.07,0,1
51017,20,1276,10,10,644,ftp_data,SF,tcp,2,2,154,0.41,0.04,0,0
51018,20,1276,10,10,644,http,SF,tcp,23,27,83,1,0,362,0
51019,20,1276,10,10,644,eco_i,SF,icmp,1,1,66,1,0,0,0
51020,18,1152,10,8,644,private,RSTR,tcp,2,2,255,0.01,0.51,0,1
51022,18,1152,10,8,644,ftp_data,SF,tcp,2,2,22,0.27,0.18,0,0
51021,18,1152,10,8,644,finger,S0,tcp,26,4,255,0.02,0.06,0,1
51024,18,1152,10,8,644,exec,S0,tcp,146,17,255,0.07,0.06,0,1
51023,18,1152,10,8,644,http,SF,tcp,5,5,54,1,0,429,0
51025,18,1152,10,8,644,http,SF,tcp,5,9,255,1,0,784,0
51026,18,1152,10,8,644,telnet,SF,tcp,1,1,114,0.11,0.04,293300,0
51027,18,1152,10,8,644,ssh,S0,tcp,229,21,255,0.08,0.05,0,1
51029,20,1276,10,10,644,courier,REJ,tcp,104,2,255,0.01,0.06,0,1
51031,20,1276,10,10,644,http,SF,tcp,4,6,10,1,0,7065,0
51030,20,1276,10,10,644,http,SF,tcp,39,39,86,1,0,1622,0
51028,20,1276,10,10,644,http,SF,tcp,24,24,255,1,0,1042,0
51034,20,1276,10,10,644,supdup,S0,tcp,262,14,255,0.05,0.05,0,1
51032,20,1276,10,10,644,supdup,REJ,tcp,101,1,255,0,0.08,0,1
51033,20,1276,10,10,644,private,S0,tcp,133,1,255,0.03,0.09,0,1
51035,20,1276,10,10,644,domain_u,SF,udp,113,113,255,0.99,0.01,45,0
51036,18,1152,10,8,644,http,SF,tcp,34,34,157,1,0,765,0
51038,18,1152,10,8,644,ecr_i,SF,icmp,476,476,86,1,0,0,1
51037,18,1152,10,8,644,private,SF,udp,66,39,255,0.4,0.06,0,1
51039,18,1152,10,8,644,other,REJ,tcp,509,1,255,0,1,0,1
51040,18,1152,10,8,644,ldap,S0,tcp,96,15,255,0.06,0.07,0,1
51041,18,1152,10,8,644,http,SF,tcp,4,4,255,1,0,524,0
51042,18,1152,10,8,644,private,S0,tcp,101,1,255,0.02,0.07,0,1
51043,18,1152,10,8,644,http,SF,tcp,38,39,80,1,0,866,0
51044,20,1276,10,10,644,ftp,S0,tcp,282,11,255,0.04,0.08,0,1
51045,20,1276,10,10,644,supdup,S0,tcp,23,1,255,0,0.09,0,1
51046,20,1276,10,10,644,http,SF,tcp,3,3,145,1,0,365,0
51047,20,1276,10,10,644,http,SF,tcp,39,45,39,1,0,1274,0
51048,20,1276,10,10,644,http_443,REJ,tcp,103,1,255,0,0.07,0,1
51049,20,1276,10,10,644,http,SF,tcp,6,7,255,1,0,8314,1
51050,20,1276,10,10,644,csnet_ns,S0,tcp,236,20,255,0.08,0.06,0,1
51051,20,1276,10,10,644,http,SF,tcp,13,23,255,1,0,2296,0
51055,18,1152,10,8,644,discard,RSTO,tcp,134,19,255,0.07,0.07,0,1
51052,18,1152,10,8,644,uucp,S0,tcp,140,16,255,0.06,0.05,0,1
51054,18,1152,10,8,644,private,S0,tcp,243,13,255,0.03,0.08,0,1
51053,18,1152,10,8,644,gopher,S0,tcp,231,4,255,0.02,0.06,0,1
51057,18,1152,10,8,644,nnsp,S0,tcp,109,16,255,0.08,0.05,0,1
51056,18,1152,10,8,644,http,S0,tcp,51,16,255,0.24,0.02,0,1
51058,18,1152,10,8,644,eco_i,SF,icmp,1,1,53,1,0,0,0
51059,18,1152,10,8,644,http_443,REJ,tcp,2,1,255,0,1,0,1
51060,20,1276,10,10,644,Z39_50,S0,tcp,190,9,255,0.03,0.07,0,1
51061,20,1276,10,10,644,http,SF,tcp,11,13,255,1,0,334,0
51062,20,1276,10,10,644,other,SF,udp,1,1,255,0,0.51,0,0
51063,20,1276,10,10,644,private,S0,tcp,18,18,255,0.07,0.07,0,1
51064,20,1276,10,10,644,http,SF,tcp,11,11,24,1,0,1288,0
51065,20,1276,10,10,644,http,RSTR,tcp,4,4,255,1,0,2920,1
51066,20,1276,10,10,644,finger,S0,tcp,255,23,255,0.09,0.05,0,1
51067,20,1276,10,10,644,http,SF,tcp,26,27,255,1,0,602,0
137,16,1504,16,0,1504,http,SF,tcp,14,15,47,1,0,72748,0
51068,18,1152,10,8,644,eco_i,SF,icmp,1,29,2,1,0,0,1
51069,18,1152,10,8,644,http,SF,tcp,31,31,255,1,0,1346,0
51070,18,1152,10,8,644,http,SF,tcp,2,3,24,1,0,6194,0
51071,18,1152,10,8,644,http,SF,tcp,37,54,148,1,0,1357,0
51072,18,1152,10,8,644,http,SF,tcp,4,4,255,1,0,2936,0
51074,18,1152,10,8,644,private,S0,tcp,243,19,255,0.04,0.07,0,1
51073,18,1152,10,8,644,ftp_data,SF,tcp,5,5,255,0.18,0.02,0,0
51075,18,1152,10,8,644,smtp,SF,tcp,1,4,150,0.82,0.04,329,0
51076,20,1276,10,10,644,http,SF,tcp,9,9,9,1,0,1422,0
51077,20,1276,10,10,644,private,S0,tcp,235,7,255,0.03,0.07,0,1
51078,20,1276,10,10,644,ftp,RSTO,tcp,1,1,2,0.5,1,61,1
51079,20,1276,10,10,644,http,S0,tcp,22,11,255,0.26,0.02,0,1
51081,20,1276,10,10,644,http,SF,tcp,6,7,255,1,0,2431,0
51080,20,1276,10,10,644,domain_u,SF,udp,1,1,113,0.6,0.03,0,0
51082,20,1276,10,10,644,private,S0,tcp,283,9,255,0.04,0.06,0,1
51083,20,1276,10,10,644,http,SF,tcp,17,17,255,1,0,1024,0
51087,18,1152,10,8,644,eco_i,SF,icmp,4,1,255,0.01,0.01,0,0
51084,18,1152,10,8,644,eco_i,SF,icmp,1,21,2,1,0,0,1
51085,18,1152,10,8,644,smtp,SF,tcp,1,2,173,0.48,0.03,332,0
51086,18,1152,10,8,644,ftp,SF,tcp,1,1,53,0.25,0.11,4152,0
51088,18,1152,10,8,644,private,S0,tcp,125,18,255,0.07,0.06,0,1
51089,18,1152,10,8,644,smtp,RSTO,tcp,205,3,255,0.01,0.09,0,1
51090,18,1152,10,8,644,http,SF,tcp,15,15,15,1,0,786,0
51091,18,1152,10,8,644,private,REJ,tcp,448,1,255,0,0.51,0,1
1740,2,124,2,0,124,name,S0,tcp,216,16,255,0.06,0.07,0,1
1740,2,124,2,0,124,eco_i,SF,icmp,1,22,2,1,0,0,1
1740,2,124,2,0,124,smtp,SF,tcp,1,2,58,0.9,0.05,1459,0
1740,2,124,2,0,124,eco_i,SF,icmp,2,1,3,1,0,0,1
51094,20,1276,10,10,644,ftp_data,SF,tcp,2,2,255,0.42,0.03,0,0
51092,20,1276,10,10,644,private,SF,udp,21,19,255,0.11,0.22,0,1
51093,20,1276,10,10,644,http,SF,tcp,30,30,255,1,0,495,0
51095,20,1276,10,10,644,link,REJ,tcp,251,12,255,0.05,0.08,0,1
51096,20,1276,10,10,644,smtp,SF,tcp,1,4,148,0.66,0.03,328,0
51097,20,1276,10,10,644,eco_i,SF,icmp,1,2,1,1,0,0,1
51098,20,1276,10,10,644,http,S1,tcp,2,2,255,1,0,4380,1
51099,20,1276,10,10,644,uucp,S0,tcp,142,16,255,0.06,0.07,0,1
51103,18,1152,10,8,644,Z39_50,REJ,tcp,271,8,255,0.03,0.07,0,1
51100,18,1152,10,8,644,private,RSTR,tcp,1,1,245,0,0.33,0,1
51102,18,1152,10,8,644,http,SF,tcp,20,20,60,1,0,1604,0
51101,18,1152,10,8,644,other,SF,udp,29,28,255,0.11,0.53,0,0
51104,18,1152,10,8,644,ftp_data,S0,tcp,4,4,255,0.21,0.02,0,1
51105,18,1152,10,8,644,domain_u,SF,udp,130,210,255,1,0,43,0
51106,18,1152,10,8,644,private,REJ,tcp,112,2,255,0.01,0.08,0,1
51107,18,1152,10,8,644,http,SF,tcp,3,3,255,1,0,188,0
51108,20,1276,10,10,644,domain,S0,tcp,275,7,255,0.03,0.05,0,1
51111,20,1276,10,10,644,http,SF,tcp,1,1,31,1,0,566,0
51112,20,1276,10,10,644,imap4,S0,tcp,178,8,255,0.03,0.06,0,1
51110,20,1276,10,10,644,private,SF,udp,29,29,255,0.51,0.5,0,1
51109,20,1276,10,10,644,smtp,SF,tcp,1,1,244,0.48,0.01,387,0
51113,20,1276,10,10,644,klogin,S0,tcp,105,9,255,0.04,0.07,0,1
51114,20,1276,10,10,644,private,S0,tcp,280,3,255,0.02,0.08,0,1
51115,20,1276,10,10,644,private,S0,tcp,130,18,255,0.08,0.06,0,1
51117,18,1152,10,8,644,http,SF,tcp,2,2,255,1,0,1745,0
51119,18,1152,10,8,644,csnet_ns,REJ,tcp,184,4,255,0.02,0.08,0,1
51118,18,1152,10,8,644,other,REJ,tcp,363,1,255,0,1,0,1
51116,18,1152,10,8,644,http,SF,tcp,10,28,41,1,0,288,0
51120,18,1152,10,8,644,http,SF,tcp,38,41,118,1,0,18700,0
51121,18,1152,10,8,644,domain_u,SF,udp,111,111,255,1,0,73,0
51122,18,1152,10,8,644,other,SF,udp,129,129,129,1,0,4,0
51123,18,1152,10,8,644,pop_3,SF,tcp,1,1,45,0.04,0.09,130,0
51126,20,1276,10,10,644,Z39_50,S0,tcp,283,18,255,0.07,0.06,0,1
51125,20,1276,10,10,644,http,SF,tcp,18,18,103,1,0,1492,0
51124,20,1276,10,10,644,netstat,S0,tcp,210,17,255,0.07,0.05,0,1
